0.36446,0.36207,0.36042,0.35878,0.3568,0.35507,0.35392,0.35153,0.35054,0.3489,0.34676,0.34437,0.34272,0.34099,0.33852,0.33737,0.33539,0.33375,0.3316,0.3293,0.32782,0.32592,0.32353,0.32181,0.31933,0.31637,0.31431,0.31225,0.31028,0.30871,0.30657,0.30352,0.30163,0.2985,0.29529,0.29265,0.28953,0.2873,0.28401,0.28055,0.27676,0.27429,0.27075,0.26737,0.26367,0.26054,0.257,0.25329,0.24984,0.24654,0.24242,0.23864,0.23435,0.23106,0.22554,0.22101,0.21558,0.21006,0.20364,0.19804,0.19269,0.18684,0.18165,0.17556,0.16873,0.16098,0.15333,0.14666,0.14056,0.13356,0.12607,0.11841,0.10968,0.10186,0.093132,0.086545,0.078804,0.071887,0.064065,0.057395,0.050642,0.043067,0.036726,0.030962,0.026268,0.022233,0.018775,0.015728,0.011858,0.0082345,0.00667,0.0051054,0.0029644,0.0018116,0.00098814,0.00065876,0.00032938,0.00032938,0.00032938,0.00032938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36347,0.36182,0.36026,0.3582,0.35606,0.35433,0.35334,0.35145,0.35071,0.34873,0.34651,0.34437,0.34264,0.34116,0.33934,0.33753,0.33506,0.33383,0.33169,0.32946,0.32765,0.32559,0.32337,0.32131,0.31868,0.31637,0.31456,0.31275,0.31036,0.30789,0.30567,0.30188,0.29941,0.29677,0.29554,0.2929,0.29093,0.28738,0.28426,0.28146,0.27882,0.27512,0.27232,0.2677,0.264,0.26046,0.257,0.25371,0.24901,0.24424,0.23954,0.23526,0.23032,0.22554,0.21978,0.21434,0.2085,0.20249,0.19491,0.18717,0.17729,0.16996,0.1595,0.1474,0.13447,0.12368,0.11232,0.099391,0.085392,0.07197,0.058053,0.046525,0.034091,0.024539,0.015728,0.010211,0.0051877,0.0030468,0.0016469,0.00024704,0.00024704,0.00024704,0.00024704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36372,0.36215,0.36042,0.35804,0.35697,0.3545,0.35334,0.35128,0.35038,0.34873,0.34692,0.34453,0.34247,0.34083,0.33959,0.33745,0.33539,0.3335,0.3321,0.3293,0.32765,0.32551,0.32337,0.32098,0.31901,0.31621,0.31448,0.31242,0.31036,0.30764,0.30558,0.30245,0.29932,0.29677,0.29496,0.292,0.2906,0.28763,0.28409,0.28137,0.27816,0.27528,0.27215,0.26845,0.26449,0.26153,0.25832,0.25428,0.24876,0.24465,0.24037,0.2351,0.23106,0.22521,0.21879,0.21294,0.20677,0.19862,0.1903,0.18264,0.17103,0.15967,0.14583,0.1306,0.11553,0.096756,0.075181,0.053689,0.035408,0.016304,0.0039526,0.0013999,0.00024704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36355,0.36248,0.35977,0.3582,0.35639,0.35441,0.35359,0.35161,0.3503,0.34865,0.34659,0.34453,0.34264,0.34083,0.33902,0.33745,0.33547,0.33358,0.3316,0.32963,0.32716,0.32584,0.32362,0.3209,0.31892,0.3167,0.31481,0.3125,0.31061,0.30814,0.30567,0.30278,0.29982,0.29685,0.29496,0.29233,0.29035,0.28755,0.28426,0.28137,0.27824,0.2752,0.27215,0.26754,0.26392,0.26136,0.25758,0.25313,0.24844,0.24424,0.23962,0.23567,0.23147,0.22456,0.21904,0.2127,0.20562,0.19928,0.19088,0.18017,0.16873,0.15596,0.13735,0.11784,0.093215,0.062006,0.029974,0.0069993,0.0013175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36372,0.36199,0.35977,0.3582,0.35639,0.35474,0.35367,0.35153,0.35054,0.34873,0.34618,0.34461,0.34198,0.34099,0.33934,0.33729,0.33539,0.3335,0.33127,0.32963,0.32757,0.3251,0.32353,0.32057,0.31892,0.31653,0.31481,0.31283,0.31011,0.30797,0.30558,0.30245,0.29908,0.29628,0.29471,0.29241,0.29027,0.28771,0.28393,0.28162,0.27808,0.27503,0.27207,0.26795,0.26466,0.26136,0.25725,0.25305,0.24852,0.24407,0.24037,0.23592,0.23123,0.22513,0.21896,0.21311,0.20644,0.19895,0.19137,0.18034,0.16584,0.15053,0.13233,0.10507,0.065135,0.018857,8.2345e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36397,0.36199,0.36059,0.35919,0.35664,0.35441,0.35301,0.35153,0.35054,0.34848,0.34659,0.34437,0.34214,0.34074,0.33943,0.33745,0.33547,0.33399,0.33152,0.32963,0.32782,0.32543,0.32337,0.32131,0.31909,0.31629,0.31464,0.31192,0.31061,0.30855,0.30608,0.3027,0.299,0.29644,0.29529,0.29241,0.29068,0.28755,0.28458,0.28154,0.27792,0.27536,0.27182,0.26828,0.26425,0.26112,0.25758,0.25362,0.24868,0.24407,0.24037,0.23584,0.23114,0.22505,0.21912,0.21278,0.20603,0.19895,0.19121,0.18017,0.16477,0.14723,0.12302,0.087039,0.024786,8.2345e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36397,0.36207,0.36018,0.35795,0.35639,0.35441,0.35301,0.35186,0.35046,0.34873,0.34659,0.34429,0.34231,0.34107,0.33959,0.33737,0.33531,0.33366,0.33193,0.32963,0.32732,0.32576,0.32312,0.32123,0.31917,0.31612,0.31464,0.31258,0.31003,0.30789,0.30525,0.30278,0.29957,0.29653,0.29488,0.29233,0.29035,0.28755,0.28401,0.28121,0.278,0.27553,0.27215,0.2677,0.26441,0.26145,0.25733,0.25321,0.24876,0.24399,0.23987,0.236,0.23114,0.22554,0.21912,0.21278,0.20611,0.19886,0.19071,0.17959,0.16593,0.14419,0.12146,0.066041,0.00098814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36372,0.36207,0.36001,0.35804,0.35647,0.35499,0.35351,0.35153,0.35054,0.34857,0.34667,0.34437,0.34231,0.34066,0.33951,0.33745,0.33539,0.33358,0.3321,0.32938,0.32749,0.32576,0.3232,0.32082,0.31868,0.31629,0.31481,0.3125,0.31011,0.30822,0.30542,0.30262,0.29957,0.29653,0.2948,0.29224,0.29018,0.2873,0.28434,0.28121,0.27808,0.27528,0.2719,0.26828,0.26433,0.2612,0.25782,0.25329,0.2486,0.24424,0.23979,0.236,0.23131,0.22571,0.21904,0.2127,0.20619,0.19853,0.19079,0.1791,0.16436,0.1427,0.11512,0.032938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36397,0.36199,0.36051,0.35828,0.3568,0.35458,0.35343,0.35161,0.3503,0.34865,0.34634,0.34437,0.34231,0.34107,0.33893,0.33729,0.33539,0.3335,0.33177,0.32938,0.32757,0.32568,0.32312,0.32131,0.31909,0.31621,0.31472,0.3125,0.31052,0.30789,0.30558,0.3027,0.29965,0.2971,0.29471,0.29249,0.29018,0.28714,0.28434,0.28121,0.27833,0.27528,0.27182,0.26836,0.26425,0.2612,0.25791,0.25338,0.24827,0.24432,0.2402,0.236,0.23114,0.22521,0.21912,0.2127,0.20603,0.19886,0.19096,0.17902,0.16453,0.1418,0.11059,0.002388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3638,0.36182,0.35993,0.35845,0.35639,0.35433,0.3531,0.3517,0.35054,0.34873,0.3461,0.34453,0.34239,0.34074,0.33934,0.33729,0.3358,0.3335,0.33177,0.32987,0.32773,0.32543,0.32345,0.3209,0.31917,0.31637,0.31481,0.3125,0.31052,0.30822,0.30558,0.30245,0.29974,0.29685,0.29521,0.29249,0.29002,0.28755,0.28417,0.28137,0.27808,0.27512,0.27199,0.26803,0.26416,0.26112,0.25758,0.25329,0.24802,0.24399,0.24012,0.236,0.23114,0.22554,0.2192,0.21303,0.20611,0.19895,0.19088,0.1791,0.16411,0.14336,0.10219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
